timestamp,machine_id,temperature,vibration,pressure,energy_consumption,machine_status,anomaly_flag
2025-01-15 20:37:00,16,81.34,42.61,4.44,2.95,1,0
2025-01-15 20:40:00,14,86.38,32.39,4.0,2.76,0,0
2025-01-15 20:51:00,47,73.75,34.86,3.49,2.46,1,0
2025-01-15 20:57:00,34,88.65,57.46,1.32,3.54,2,0
2025-01-15 21:04:00,32,51.57,52.04,3.72,4.57,1,0
2025-01-15 21:07:00,38,69.12,55.97,2.27,3.43,1,0
2025-01-15 21:12:00,32,93.43,48.77,2.82,1.5,1,1
2025-01-15 21:14:00,18,65.9,46.45,1.05,1.14,1,0
2025-01-15 21:15:00,34,63.6,11.15,3.43,2.94,1,0
2025-01-15 21:17:00,34,66.48,46.42,2.05,3.63,1,0
2025-01-15 21:18:00,38,79.2,67.4,3.03,1.82,1,0
2025-01-15 21:19:00,1,73.81,58.07,1.43,4.31,1,0
2025-01-15 21:25:00,1,56.66,42.37,4.59,2.33,1,0
2025-01-15 21:26:00,16,73.74,42.16,2.23,4.18,1,0
2025-01-15 21:32:00,34,81.26,23.96,2.11,4.69,1,0
2025-01-15 21:43:00,12,70.68,54.88,3.14,4.34,1,0
2025-01-15 21:52:00,12,70.48,52.82,2.29,4.54,1,0
2025-01-15 21:53:00,1,62.61,23.58,1.52,2.63,1,0
2025-01-15 22:00:00,32,73.8,15.01,2.73,4.29,2,0
2025-01-15 22:03:00,34,74.96,66.53,1.77,0.68,1,0
2025-01-15 22:06:00,38,74.07,47.52,2.15,1.87,1,0
2025-01-15 22:09:00,18,65.75,32.08,1.94,3.09,1,0
2025-01-15 22:20:00,1,73.93,46.69,2.41,4.7,2,0
2025-01-15 22:34:00,14,84.54,61.61,4.61,0.76,1,0
2025-01-15 22:37:00,34,75.11,74.02,3.06,2.68,1,0
2025-01-15 22:43:00,12,77.29,66.64,2.91,3.18,2,0
2025-01-15 22:46:00,14,78.85,64.51,2.23,0.94,1,0
2025-01-15 22:50:00,38,76.82,35.89,2.92,3.92,0,0
2025-01-15 22:56:00,16,77.02,58.63,1.61,0.5,0,0
2025-01-15 23:00:00,16,88.3,53.51,3.35,0.95,0,0
2025-01-15 23:06:00,18,73.2,60.16,2.27,4.86,0,0
2025-01-15 23:07:00,47,57.74,46.89,4.33,3.0,1,0
2025-01-15 23:08:00,32,74.05,25.72,3.9,2.25,1,0
2025-01-15 23:14:00,16,88.53,39.73,2.46,2.94,1,0
2025-01-15 23:17:00,47,79.77,31.69,1.05,4.42,1,0
2025-01-15 23:30:00,1,53.93,44.05,4.17,3.21,1,0
2025-01-15 23:36:00,32,97.94,66.25,2.49,2.63,2,1
2025-01-15 23:40:00,12,74.54,30.01,4.1,3.98,0,0
2025-01-15 23:45:00,32,77.78,34.73,3.28,0.6,1,0
2025-01-15 23:54:00,47,76.98,49.51,1.29,1.73,1,0
2025-01-16 00:07:00,34,53.6,55.12,1.29,2.63,1,0
2025-01-16 00:19:00,12,72.07,27.52,3.12,1.61,1,0
2025-01-16 00:21:00,22,83.26,25.34,4.69,0.75,1,0
2025-01-16 00:25:00,1,77.82,32.74,3.24,0.58,1,0
2025-01-16 00:26:00,38,76.95,44.7,2.39,1.35,1,0
2025-01-16 00:29:00,1,80.97,49.64,1.97,2.98,1,0
2025-01-16 00:33:00,22,71.38,38.68,4.58,4.47,1,0
2025-01-16 00:45:00,38,76.79,31.04,3.06,0.66,1,0
2025-01-16 00:49:00,14,80.61,69.77,4.42,3.56,1,0
2025-01-16 00:50:00,14,57.17,52.79,2.75,2.23,1,0
2025-01-16 00:56:00,16,77.4,68.35,1.34,3.51,1,0
2025-01-16 00:58:00,34,90.5,61.13,4.92,4.66,1,1
2025-01-16 00:59:00,16,69.51,29.26,4.13,4.03,2,0
2025-01-16 01:05:00,18,80.04,25.17,2.3,1.79,1,0
2025-01-16 01:06:00,47,66.25,49.39,3.98,1.2,1,0
2025-01-16 01:24:00,1,82.97,31.83,2.48,2.18,1,0
2025-01-16 01:31:00,38,75.31,49.67,4.0,3.02,1,0
2025-01-16 01:38:00,22,79.78,29.05,3.29,4.14,1,0
2025-01-16 01:40:00,34,67.82,57.41,2.41,1.55,1,0
2025-01-16 01:45:00,38,86.72,66.84,2.91,0.63,1,0
2025-01-16 01:46:00,32,75.46,33.27,1.62,3.98,1,0
2025-01-16 01:54:00,14,81.85,20.05,3.51,4.2,1,0
2025-01-16 01:56:00,16,66.6,60.19,2.39,1.03,0,0
2025-01-16 02:00:00,38,70.35,18.4,3.34,1.52,1,0
2025-01-16 02:03:00,34,57.44,59.26,3.35,2.39,1,0
2025-01-16 02:08:00,16,73.3,37.84,2.94,0.98,2,0
2025-01-16 02:09:00,18,80.11,50.86,2.26,3.3,1,0
2025-01-16 02:13:00,34,84.64,72.68,1.41,3.55,1,0
2025-01-16 02:15:00,1,74.89,43.04,2.54,1.15,1,0
2025-01-16 02:19:00,18,75.03,88.12,3.85,3.51,1,1
2025-01-16 02:20:00,14,69.17,68.09,3.86,2.05,1,0
2025-01-16 02:22:00,32,75.59,35.82,2.53,3.85,1,0
2025-01-16 02:28:00,16,82.97,62.47,1.97,1.6,1,0
2025-01-16 02:50:00,12,79.88,39.29,3.35,1.58,1,0
2025-01-16 02:51:00,32,75.52,64.24,2.69,2.33,1,0
2025-01-16 03:00:00,18,61.36,31.58,3.82,1.8,1,0
2025-01-16 03:03:00,22,86.75,40.32,4.44,3.29,2,0
2025-01-16 03:04:00,34,69.17,75.42,1.02,4.12,1,0
2025-01-16 03:06:00,18,62.75,60.0,4.79,3.73,1,0
2025-01-16 03:10:00,22,72.33,60.08,2.86,1.87,1,0
2025-01-16 03:11:00,47,91.95,38.19,1.8,0.94,1,1
2025-01-16 03:14:00,14,75.45,60.46,1.37,1.96,1,0
2025-01-16 03:21:00,32,77.35,48.44,2.32,4.15,1,0
2025-01-16 03:23:00,34,77.57,55.14,2.64,3.64,1,0
2025-01-16 03:29:00,47,90.1,54.8,2.01,4.47,1,1
2025-01-16 03:31:00,14,66.86,32.73,3.79,1.42,1,0
2025-01-16 03:32:00,1,90.28,34.59,1.76,1.7,1,1
2025-01-16 03:36:00,38,54.46,56.46,4.44,4.36,1,0
2025-01-16 03:47:00,12,77.52,68.59,2.31,0.7,1,0
2025-01-16 03:54:00,14,62.39,59.57,1.45,1.55,1,0
2025-01-16 03:58:00,12,84.71,40.22,4.46,2.58,1,0
2025-01-16 04:00:00,18,69.91,67.79,4.36,2.14,1,0
2025-01-16 04:03:00,47,61.4,30.82,4.31,0.57,2,0
2025-01-16 04:05:00,1,77.15,44.11,1.83,3.68,2,0
2025-01-16 04:06:00,38,81.78,38.13,4.12,3.93,1,0
2025-01-16 04:09:00,47,67.6,49.49,2.14,3.55,0,0
2025-01-16 04:12:00,14,75.66,45.03,2.59,1.6,1,0
2025-01-16 04:19:00,34,63.25,58.73,2.8,4.85,1,0
2025-01-16 04:21:00,38,83.14,37.1,1.05,0.72,1,0
2025-01-16 04:25:00,38,76.36,32.99,3.0,1.49,2,0
2025-01-16 04:42:00,1,66.03,52.21,1.88,2.25,0,0
2025-01-16 04:43:00,38,71.09,57.23,3.86,3.24,1,0
2025-01-16 04:48:00,34,66.76,51.09,2.79,3.48,1,0
2025-01-16 05:00:00,38,85.46,62.49,3.06,2.53,1,0
2025-01-16 05:05:00,47,69.4,50.82,4.8,4.2,1,0
2025-01-16 05:12:00,22,64.65,52.92,3.45,4.86,1,0
2025-01-16 05:30:00,1,81.83,76.9,1.41,2.6,1,0
2025-01-16 05:31:00,32,81.46,44.84,1.12,0.94,1,0
2025-01-16 05:40:00,47,66.15,40.05,1.7,1.66,1,0
2025-01-16 05:45:00,18,91.89,57.42,1.3,3.88,1,1
2025-01-16 05:49:00,1,69.51,42.99,3.83,0.51,1,0
2025-01-16 05:52:00,47,78.91,65.7,3.01,2.96,1,0
2025-01-16 05:58:00,38,65.75,44.05,4.84,1.44,1,0
2025-01-16 06:16:00,12,65.51,55.02,4.31,3.34,1,0
2025-01-16 06:19:00,1,75.51,89.18,1.96,4.0,1,1
2025-01-16 06:23:00,14,76.28,55.79,4.73,1.04,1,0
2025-01-16 06:28:00,12,60.82,37.11,1.27,0.7,1,0
2025-01-16 06:41:00,14,84.75,27.56,1.92,2.66,1,0
2025-01-16 06:48:00,38,79.99,32.38,2.56,3.58,1,0
2025-01-16 06:50:00,22,80.55,22.51,2.0,3.39,0,0
2025-01-16 06:55:00,38,66.69,46.28,3.49,3.5,0,0
2025-01-16 07:03:00,47,77.58,32.71,4.17,1.29,1,0
2025-01-16 07:04:00,47,94.76,55.45,2.34,4.67,1,1
2025-01-16 07:17:00,22,81.19,45.29,1.41,3.61,1,0
2025-01-16 07:19:00,22,53.86,29.6,3.09,4.02,1,0
2025-01-16 07:21:00,14,85.67,65.36,3.93,2.78,1,0
2025-01-16 07:22:00,14,57.9,26.9,1.15,2.77,0,0
2025-01-16 07:25:00,34,74.96,55.95,2.35,2.49,1,0
2025-01-16 07:29:00,22,85.62,38.57,1.66,3.97,1,0
2025-01-16 07:30:00,16,66.13,32.45,2.35,4.58,1,0
2025-01-16 07:32:00,16,76.68,46.2,4.02,4.26,0,0
2025-01-16 07:33:00,38,70.82,23.54,1.4,2.96,1,0
2025-01-16 07:39:00,18,74.05,42.43,3.91,0.58,1,0
2025-01-16 07:46:00,38,81.62,58.47,2.82,3.56,2,0
2025-01-16 07:47:00,16,92.49,45.15,2.85,1.15,1,1
2025-01-16 08:03:00,34,76.66,26.43,2.78,3.26,1,0
2025-01-16 08:08:00,34,65.91,50.68,4.26,4.46,1,0
2025-01-16 08:10:00,18,70.39,47.54,1.5,2.78,1,0
2025-01-16 08:13:00,1,54.13,70.88,4.91,3.97,0,0
2025-01-16 08:19:00,12,67.11,14.36,1.24,0.62,1,0
2025-01-16 08:22:00,38,67.33,62.12,3.85,3.21,1,0
2025-01-16 08:27:00,16,64.92,40.37,4.91,2.62,1,0
2025-01-16 08:35:00,38,71.03,35.94,1.8,1.59,1,0
2025-01-16 08:49:00,32,84.06,60.19,2.36,3.68,1,0
2025-01-16 08:59:00,12,83.58,39.57,2.19,4.2,1,0
2025-01-16 09:02:00,14,78.83,56.04,2.64,4.59,1,0
2025-01-16 09:11:00,12,71.44,42.75,2.15,1.02,0,0
2025-01-16 09:12:00,22,79.84,59.58,3.55,2.07,2,0
2025-01-16 09:15:00,14,76.14,55.46,3.06,1.64,0,0
2025-01-16 09:16:00,12,72.47,43.14,4.86,3.81,1,0
2025-01-16 09:21:00,18,68.83,37.29,1.82,1.39,1,0
2025-01-16 09:24:00,38,64.25,72.52,2.58,1.08,2,0
2025-01-16 09:29:00,47,65.91,54.56,4.5,0.95,1,0
2025-01-16 09:31:00,38,91.18,59.89,3.95,3.83,1,1
2025-01-16 09:41:00,14,89.78,36.34,2.03,2.32,1,0
2025-01-16 09:45:00,34,76.43,30.53,2.74,2.25,1,0
2025-01-16 09:48:00,22,68.99,38.19,4.11,4.37,1,0
2025-01-16 09:49:00,38,90.65,67.74,4.78,1.17,1,1
2025-01-16 09:57:00,47,77.88,33.55,4.65,1.51,1,0
2025-01-16 10:09:00,12,90.26,37.9,1.48,2.28,1,1
2025-01-16 10:26:00,12,67.06,17.07,3.83,1.63,1,0
2025-01-16 10:27:00,47,84.27,54.34,3.16,4.55,1,0
2025-01-16 10:29:00,12,64.81,64.66,1.21,2.75,1,0
2025-01-16 10:49:00,32,82.13,51.0,3.71,3.36,1,0
2025-01-16 10:51:00,22,77.82,56.97,1.63,3.95,1,0
2025-01-16 10:53:00,12,64.91,43.98,2.89,3.71,0,0
2025-01-16 10:55:00,1,77.4,61.6,2.51,4.26,1,0
2025-01-16 10:57:00,14,90.06,55.46,1.68,2.64,1,1
2025-01-16 10:58:00,47,74.17,22.05,2.29,4.45,1,0
2025-01-16 11:04:00,1,70.41,64.01,1.34,0.64,0,0
2025-01-16 11:08:00,34,75.12,55.29,4.94,4.65,1,0
2025-01-16 11:09:00,34,88.42,25.49,4.63,1.83,1,0
2025-01-16 11:19:00,47,82.62,66.45,3.75,4.4,1,0
2025-01-16 11:23:00,1,59.35,38.82,2.02,4.72,1,0
2025-01-16 11:24:00,14,79.05,57.86,3.42,2.47,2,0
2025-01-16 11:25:00,32,101.32,42.19,2.54,4.96,0,1
2025-01-16 11:28:00,1,81.15,27.18,2.92,3.83,1,0
2025-01-16 11:34:00,22,84.02,45.88,2.71,4.63,2,0
2025-01-16 11:35:00,18,67.39,19.29,2.5,1.23,0,0
2025-01-16 11:36:00,16,64.54,66.15,3.31,3.88,1,0
2025-01-16 11:38:00,47,83.85,50.29,3.1,3.68,1,0
2025-01-16 11:41:00,16,88.4,61.79,1.88,3.54,2,0
2025-01-16 11:48:00,12,72.12,42.59,4.8,1.55,1,0
2025-01-16 11:53:00,18,78.66,69.11,3.79,1.63,1,0
2025-01-16 11:55:00,32,88.4,52.27,1.99,4.7,2,0
2025-01-16 12:07:00,34,62.34,52.38,4.85,1.77,1,0
2025-01-16 12:21:00,1,74.87,42.74,3.12,3.55,1,0
2025-01-16 12:25:00,14,76.0,21.32,2.66,3.94,1,0
2025-01-16 12:26:00,38,82.53,81.34,2.04,4.82,2,1
2025-01-16 12:28:00,38,72.32,32.27,4.26,3.62,1,0
2025-01-16 12:32:00,14,76.83,53.93,3.4,4.01,1,0
2025-01-16 12:42:00,34,71.84,48.89,1.31,4.33,1,0
2025-01-16 12:44:00,47,69.26,43.18,2.11,1.75,1,0
2025-01-16 12:46:00,16,83.14,36.85,1.31,1.9,1,0
2025-01-16 12:48:00,18,77.29,38.9,1.95,3.57,1,0
2025-01-16 12:50:00,47,70.37,49.42,2.85,2.3,1,0
2025-01-16 12:51:00,22,89.53,69.23,2.64,3.7,1,0
2025-01-16 12:52:00,32,61.77,36.69,2.12,1.88,2,0
2025-01-16 12:56:00,1,62.69,23.59,3.67,2.97,1,0
2025-01-16 13:00:00,12,94.99,46.22,1.82,1.87,1,1
2025-01-16 13:01:00,12,67.23,59.21,1.41,3.03,1,0
2025-01-16 13:10:00,47,90.6,38.2,3.74,1.1,1,1
2025-01-16 13:11:00,32,79.72,53.95,4.65,3.61,1,0
2025-01-16 13:14:00,32,76.7,33.1,1.4,2.09,1,0
2025-01-16 13:16:00,32,65.42,61.07,3.68,1.9,1,0
2025-01-16 13:20:00,38,68.41,32.77,3.85,2.04,2,0
2025-01-16 13:22:00,32,70.09,43.73,1.8,2.82,1,0
2025-01-16 13:29:00,38,55.25,51.98,1.98,1.76,1,0
2025-01-16 13:35:00,47,69.38,81.87,1.9,3.48,2,1
2025-01-16 13:47:00,22,89.94,45.34,2.77,2.4,1,0
2025-01-16 13:50:00,32,87.72,39.04,1.6,3.84,1,0
2025-01-16 14:05:00,12,77.65,15.6,4.22,4.77,1,0
2025-01-16 14:07:00,1,90.19,70.34,4.08,4.27,1,1
2025-01-16 14:14:00,18,62.96,60.48,2.16,1.62,1,0
2025-01-16 14:20:00,16,60.66,25.73,1.21,2.54,1,0
2025-01-16 14:21:00,12,75.79,48.78,1.85,0.69,1,0
2025-01-16 14:26:00,16,78.77,30.45,4.97,1.19,2,0
2025-01-16 14:32:00,22,82.09,24.97,3.42,2.95,1,0
2025-01-16 14:47:00,38,72.38,81.7,1.68,2.83,1,1
2025-01-16 14:48:00,12,48.22,66.1,4.29,4.23,2,0
2025-01-16 14:55:00,12,58.21,61.66,3.57,2.34,1,0
2025-01-16 14:57:00,14,84.42,54.72,4.76,1.19,1,0
2025-01-16 15:16:00,16,80.94,43.63,1.09,3.84,1,0
2025-01-16 15:23:00,32,62.98,35.49,2.76,2.18,2,0
2025-01-16 15:26:00,1,72.07,51.78,3.92,0.72,0,0
2025-01-16 15:30:00,47,74.0,44.94,1.22,1.12,0,0
2025-01-16 15:32:00,12,102.4,37.15,4.64,4.67,1,1
2025-01-16 15:39:00,18,77.19,51.23,3.03,1.19,1,0
2025-01-16 15:40:00,22,79.01,42.07,3.6,4.78,1,0
2025-01-16 15:42:00,34,80.75,57.32,4.06,2.77,1,0
2025-01-16 15:46:00,18,53.34,75.44,3.67,0.5,1,0
2025-01-16 15:48:00,16,74.32,73.49,1.25,2.18,1,0
2025-01-16 15:52:00,47,78.08,41.77,1.17,0.95,1,0
2025-01-16 15:55:00,22,78.6,43.93,2.98,4.17,1,0
2025-01-16 15:56:00,14,72.39,60.8,4.48,3.37,1,0
2025-01-16 16:03:00,34,72.65,47.57,1.85,1.52,1,0
2025-01-16 16:10:00,32,64.13,31.23,4.41,2.43,1,0
2025-01-16 16:13:00,34,51.87,65.97,2.78,0.78,1,0
2025-01-16 16:14:00,32,86.5,50.02,1.14,3.83,1,0
2025-01-16 16:16:00,47,72.7,33.77,1.94,1.57,1,0
2025-01-16 16:31:00,38,77.66,56.72,4.79,1.17,1,0
2025-01-16 16:33:00,34,80.35,53.37,1.13,2.73,1,0
2025-01-16 16:46:00,16,82.32,59.24,3.74,3.09,2,0
2025-01-16 16:48:00,18,90.71,61.81,3.95,1.15,1,1
2025-01-16 16:51:00,1,64.84,53.23,3.74,4.7,1,0
2025-01-16 16:56:00,1,67.1,62.32,3.42,0.56,1,0
2025-01-16 17:03:00,47,95.07,35.58,3.71,4.6,1,1
2025-01-16 17:07:00,38,62.1,66.68,2.24,4.89,2,0
2025-01-16 17:20:00,22,98.02,44.18,4.46,2.69,1,1
2025-01-16 17:24:00,22,83.65,77.21,3.5,0.86,2,0
2025-01-16 17:37:00,14,83.46,29.94,4.41,1.74,1,0
2025-01-16 17:41:00,1,73.63,47.3,2.33,2.26,1,0
2025-01-16 17:42:00,34,69.08,47.59,3.58,2.27,1,0
2025-01-16 17:50:00,47,81.13,63.74,2.84,3.84,1,0
2025-01-16 17:52:00,14,74.24,26.21,3.66,1.13,1,0
2025-01-16 17:55:00,34,66.34,36.46,4.58,2.77,1,0
2025-01-16 17:56:00,16,70.93,35.48,1.74,3.59,1,0
2025-01-16 18:05:00,32,77.12,49.18,1.64,4.38,1,0
2025-01-16 18:06:00,1,62.4,48.55,2.59,1.44,2,0
2025-01-16 18:07:00,34,79.5,48.56,1.71,1.17,1,0
2025-01-16 18:10:00,12,84.88,64.76,1.51,4.2,1,0
2025-01-16 18:23:00,47,80.36,30.52,4.83,2.59,1,0
2025-01-16 18:26:00,34,94.03,67.08,3.15,3.04,1,1
2025-01-16 18:27:00,18,77.02,82.49,4.69,3.4,0,1
2025-01-16 18:28:00,12,90.31,44.78,2.12,1.95,1,1
2025-01-16 18:35:00,1,53.21,36.9,4.36,3.85,1,0
2025-01-16 18:37:00,16,77.93,70.34,1.21,2.29,0,0
2025-01-16 18:41:00,38,74.56,40.64,3.91,4.3,1,0
2025-01-16 18:42:00,47,68.39,16.68,4.74,3.05,1,0
2025-01-16 18:44:00,22,73.79,49.56,3.74,0.72,1,0
2025-01-16 18:46:00,32,70.62,74.55,3.0,4.58,1,0
2025-01-16 18:50:00,18,84.37,33.11,3.7,0.8,0,0
2025-01-16 18:51:00,18,63.56,55.64,1.71,3.28,2,0
2025-01-16 18:53:00,22,66.19,26.17,3.74,3.69,1,0
2025-01-16 18:54:00,14,96.54,30.38,4.45,4.98,1,1
2025-01-16 18:58:00,22,73.99,57.84,3.57,0.61,1,0
2025-01-16 19:01:00,32,88.73,49.04,4.57,1.8,1,0
2025-01-16 19:02:00,14,82.02,52.73,3.28,2.38,1,0
2025-01-16 19:20:00,1,80.69,32.22,3.8,0.86,1,0
2025-01-16 19:28:00,16,76.1,59.65,2.74,2.67,1,0
2025-01-16 19:43:00,34,66.63,37.71,3.82,2.32,1,0
2025-01-16 19:44:00,12,69.71,39.15,4.13,2.52,1,0
2025-01-16 19:46:00,47,82.75,55.46,4.02,4.32,0,0
2025-01-16 19:48:00,12,77.32,52.87,1.76,1.66,1,0
2025-01-16 19:51:00,16,69.32,63.87,3.7,4.99,1,0
2025-01-16 19:57:00,12,73.0,31.11,2.68,4.13,1,0
2025-01-16 20:05:00,32,69.7,86.2,3.56,3.24,2,1
2025-01-16 20:06:00,38,54.55,35.58,4.68,1.25,2,0
2025-01-16 20:13:00,12,62.29,64.97,1.56,1.73,1,0
2025-01-16 20:21:00,14,77.33,49.63,2.93,1.98,1,0
2025-01-16 20:24:00,34,76.38,75.69,2.67,1.53,1,0
2025-01-16 20:26:00,22,71.2,80.07,3.97,2.59,1,1
2025-01-16 20:34:00,16,67.09,60.99,1.39,1.66,0,0
2025-01-16 20:38:00,32,79.5,29.44,1.2,4.25,2,0
2025-01-16 20:39:00,16,51.17,36.55,3.74,0.82,1,0
2025-01-16 20:40:00,47,66.91,39.55,4.71,4.06,1,0
2025-01-16 20:42:00,22,95.4,42.19,4.05,3.19,2,1
2025-01-16 20:47:00,14,75.9,68.45,1.5,3.46,1,0
2025-01-16 20:48:00,16,76.96,79.26,3.41,4.6,1,0
2025-01-16 20:56:00,1,87.13,42.4,4.08,2.04,1,0
2025-01-16 21:06:00,16,70.5,67.1,1.41,3.63,1,0
2025-01-16 21:12:00,18,84.91,36.55,3.15,3.63,1,0
2025-01-16 21:16:00,1,77.63,57.08,1.21,4.94,1,0
2025-01-16 21:17:00,47,86.71,17.1,2.1,3.25,0,0
2025-01-16 21:20:00,16,77.7,40.55,4.98,4.14,2,0
2025-01-16 21:22:00,47,82.15,67.09,3.21,2.39,1,0
2025-01-16 21:25:00,1,66.04,35.33,1.98,1.3,0,0
2025-01-16 21:31:00,1,81.26,53.93,2.93,3.46,1,0
2025-01-16 21:35:00,14,73.88,52.31,1.38,3.77,1,0
2025-01-16 21:36:00,14,77.06,69.06,3.57,2.02,1,0
2025-01-16 21:40:00,22,91.65,53.46,1.42,2.88,1,1
2025-01-16 21:48:00,12,62.3,56.88,1.69,0.63,1,0
2025-01-16 21:50:00,47,80.71,53.52,3.76,4.58,1,0
2025-01-16 21:53:00,14,69.13,78.41,4.93,1.85,2,0
2025-01-16 21:59:00,32,62.55,63.39,3.8,3.6,2,0
2025-01-16 22:01:00,12,82.32,50.65,1.77,2.45,1,0
2025-01-16 22:03:00,14,81.91,23.42,4.14,2.24,1,0
2025-01-16 22:05:00,38,78.61,24.28,4.0,0.57,1,0
2025-01-16 22:08:00,1,74.11,48.53,3.4,3.48,1,0
2025-01-16 22:09:00,1,72.59,48.9,2.43,3.66,1,0
2025-01-16 22:23:00,34,75.5,38.73,4.52,4.38,2,0
2025-01-16 22:28:00,32,75.26,94.39,2.99,3.22,2,1
2025-01-16 22:30:00,34,66.77,34.58,3.15,4.01,1,0
2025-01-16 22:36:00,34,84.03,50.79,3.69,2.55,1,0
2025-01-16 22:37:00,16,68.04,68.79,4.29,1.47,1,0
2025-01-16 22:46:00,34,64.2,63.14,1.4,2.06,1,0
2025-01-16 22:50:00,34,70.61,38.93,2.86,1.71,1,0
2025-01-16 22:51:00,32,67.03,37.42,2.25,4.97,1,0
2025-01-16 23:00:00,32,70.1,15.55,1.43,3.96,1,0
2025-01-16 23:01:00,18,78.95,83.64,4.1,0.96,1,1
2025-01-16 23:02:00,38,54.37,54.34,1.63,1.93,2,0
2025-01-16 23:04:00,18,69.54,48.87,3.28,3.3,1,0
2025-01-16 23:08:00,16,81.67,45.23,4.77,2.01,2,0
2025-01-16 23:15:00,47,82.03,57.5,4.88,2.1,1,0
2025-01-16 23:17:00,47,54.68,37.8,3.13,1.67,1,0
2025-01-16 23:28:00,16,86.76,52.52,3.34,3.51,1,0
2025-01-16 23:33:00,47,74.23,44.27,4.98,1.41,1,0
2025-01-16 23:36:00,22,67.94,63.31,4.61,3.67,1,0
2025-01-16 23:42:00,14,84.58,37.35,1.84,3.47,1,0
2025-01-16 23:50:00,14,72.4,34.07,4.78,4.92,1,0
2025-01-17 00:03:00,18,87.52,25.23,1.9,1.83,0,0
2025-01-17 00:13:00,12,62.6,53.48,2.47,4.7,1,0
2025-01-17 00:14:00,22,73.54,84.72,2.99,1.21,1,1
2025-01-17 00:30:00,16,57.41,49.81,1.09,1.85,1,0
2025-01-17 00:36:00,1,91.99,65.58,3.35,2.54,1,1
2025-01-17 00:39:00,18,74.75,54.86,4.96,4.55,1,0
2025-01-17 00:46:00,32,82.29,49.41,4.77,3.64,1,0
2025-01-17 00:48:00,22,72.22,61.58,4.74,3.44,1,0
2025-01-17 00:49:00,16,77.45,37.25,3.23,4.56,1,0
2025-01-17 00:51:00,14,75.31,35.93,3.6,4.34,1,0
2025-01-17 00:55:00,34,100.06,71.89,3.11,3.34,0,1
2025-01-17 01:02:00,16,62.08,36.08,2.42,2.17,1,0
2025-01-17 01:07:00,12,69.58,44.69,4.43,4.68,1,0
2025-01-17 01:08:00,16,62.81,19.96,2.55,3.82,1,0
2025-01-17 01:14:00,22,65.82,34.32,3.19,3.52,1,0
2025-01-17 01:19:00,34,66.01,80.64,1.15,1.36,1,1
2025-01-17 01:39:00,34,71.41,43.01,3.03,3.85,1,0
2025-01-17 01:42:00,16,64.35,61.01,4.24,4.32,1,0
2025-01-17 01:45:00,47,70.94,43.65,4.14,3.96,1,0
2025-01-17 01:52:00,22,59.02,30.06,1.29,3.13,1,0
2025-01-17 01:56:00,14,85.26,38.59,1.21,1.28,1,0
2025-01-17 02:04:00,22,54.5,70.71,1.51,1.15,1,0
2025-01-17 02:09:00,18,71.05,53.15,4.09,4.04,1,0
2025-01-17 02:12:00,16,79.56,60.31,1.72,3.77,1,0
2025-01-17 02:32:00,12,61.78,62.89,3.35,1.74,1,0
2025-01-17 02:45:00,32,82.71,47.45,4.45,1.45,2,0
2025-01-17 02:46:00,12,83.04,55.66,4.3,3.43,1,0
2025-01-17 02:48:00,32,91.46,35.0,4.15,3.14,1,1
2025-01-17 02:50:00,14,74.13,49.81,1.9,1.09,1,0
2025-01-17 02:54:00,32,54.4,65.57,4.95,3.82,1,0
2025-01-17 02:57:00,16,70.87,61.29,1.75,0.9,1,0
2025-01-17 02:58:00,12,66.95,56.57,1.18,1.18,1,0
2025-01-17 03:01:00,18,88.41,87.3,3.7,0.91,1,1
2025-01-17 03:05:00,38,83.84,73.25,1.62,2.56,1,0
2025-01-17 03:06:00,12,82.81,50.81,2.89,3.76,1,0
2025-01-17 03:08:00,22,91.15,57.14,1.04,3.63,1,1
2025-01-17 03:10:00,1,73.45,52.66,3.66,1.42,1,0
2025-01-17 03:13:00,34,78.88,49.16,1.51,4.44,1,0
2025-01-17 03:14:00,34,79.6,47.35,1.14,0.74,1,0
2025-01-17 03:18:00,38,64.45,39.63,2.55,2.07,0,0
2025-01-17 03:29:00,34,64.69,49.1,3.35,4.2,1,0
2025-01-17 03:38:00,47,71.58,61.49,2.59,2.81,1,0
2025-01-17 03:43:00,14,84.96,44.66,1.76,1.43,1,0
2025-01-17 03:48:00,22,71.51,56.58,4.46,3.24,1,0
2025-01-17 03:51:00,16,80.0,34.23,4.25,3.02,2,0
2025-01-17 03:53:00,22,83.17,49.42,3.75,2.74,0,0
2025-01-17 03:56:00,14,73.27,73.28,3.68,1.18,1,0
2025-01-17 03:57:00,14,61.12,32.92,4.49,1.94,2,0
2025-01-17 04:02:00,18,51.47,66.05,4.63,0.68,1,0
2025-01-17 04:06:00,16,84.2,68.17,2.49,1.07,1,0
2025-01-17 04:10:00,1,72.64,59.43,2.34,1.52,2,0
2025-01-17 04:12:00,47,62.76,56.91,4.23,2.83,1,0
2025-01-17 04:13:00,16,69.05,53.08,1.41,3.52,1,0
2025-01-17 04:30:00,47,70.17,50.14,2.99,4.35,1,0
2025-01-17 04:33:00,38,65.82,52.73,2.92,2.2,0,0
2025-01-17 04:34:00,12,70.67,16.41,3.87,2.44,1,0
2025-01-17 04:35:00,14,68.35,74.26,3.13,3.79,1,0
2025-01-17 04:37:00,12,59.62,43.18,1.33,1.31,1,0
